Ind,Pop,One_ACBP_79,One_agt_132,One_aldB_152,One_apoe_83,One_c3_98,One_CD9_269,One_cetn1_167,One_CFP1,One_cin_177,One_CO1,One_ctgf_301,One_Cytb_17,One_Cytb_26,One_E2,One_gdh_212,One_GHII_2461,One_ghsR_66,One_GPDH,One_GPDH2,One_GPH_414,One_hcs71_220,One_HGFA,One_HpaI_436,One_HpaI_99,One_Hsp47,One_IL8r_362,One_KCT1_453,One_KPNA_422,One_LEI_87,One_lpp1_44,One_metA_253,One_MHC2_190,One_MHC2_251,One_Mkpro_129,One_ODC1_196,One_Ots208_234,One_Ots213_181,One_p53_576,One_pax7_248,One_PIP,One_Prl2,One_rab1a_76,One_RAG1_103,One_RAG3_93,One_redd1_414,One_RF_112,One_RF_295,One_rpo2j_261,One_sast_211,One_spf30_207,One_srp09_127,One_ssrd_135,One_STC_410,One_STR07,One_SUMO1_6,One_sys1_230,One_taf12_248,One_Tf_ex10_750,One_Tf_ex3_182,One_tshB_92,One_txnip_401,One_U1003_75,One_U1004_183,One_U1009_91,One_U1010_81,One_U1012_68,One_U1013_108,One_U1014_74,One_U1016_115,One_U1024_197,One_U1101,One_U1103,One_U1105,One_U1201_492,One_U1202_1052,One_U1203_175,One_U1204_53,One_U1205_57,One_U1206_108,One_U1208_67,One_U1209_111,One_U1210_173,One_U1212_106,One_U1214_107,One_U1216_230,One_U301_92,One_U401_224,One_U404_229,One_U502_167,One_U503_170,One_U504_141,One_vamp5_255,One_vatf_214,One_VIM_569,One_ZNF_61,One_zP3b,One_Omy77v4,One_One100,One_One102v4,One_One103PT,One_One105,One_One108v4,One_One110v4,One_One111v4,One_One114v4,One_One115,One_Ots103v4,One_Ots107v4,One_uSat60v4
KTL1_005,KTL1,001/002,001/002,001/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/002,002/002,001/002,002/002,001/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/001,002/002,002/002,002/002,001/002,002/002,002/002,001/002,001/002,001/001,001/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/001,001/002,001/001,001/001,002/002,001/001,001/001,001/001,001/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,002/002,002/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,001/002,001/002,001/002,002/002,002/002,002/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,002/002,001/003,030/032,004/014,006/022,002/006,007/007,012/017,015/023,012/013,010/011,010/018,003/004,003/008
KTL1_006,KTL1,001/002,001/002,001/002,001/001,002/002,001/001,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/002,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,002/002,002/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,002/002,002/002,001/002,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/002,002/002,003/006,030/031,004/009,032/039,004/006,009/014,012/016,004/021,013/017,012/016,012/017,004/004,003/003
KTL1_007,KTL1,001/001,002/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/001,002/002,000/000,002/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/002,001/001,001/001,002/002,001/002,000/000,001/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,002/002,001/001,002/002,001/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,001/002,002/002,001/001,000/000,002/002,001/002,000/000,001/001,002/002,000/000,001/002,000/000,001/002,001/001,002/002,001/001,001/002,002/002,001/002,001/001,002/002,001/001,001/002,001/001,001/002,001/001,001/002,002/002,002/002,002/002,002/002,002/002,002/002,003/003,030/037,004/012,014/020,004/004,009/012,008/008,004/025,020/021,005/008,010/012,004/004,003/003
KTL1_008,KTL1,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,002/002,000/000,000/000,000/000,002/002,001/002,000/000,002/002,001/001,000/000,001/002,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,002/002,001/002,002/002,000/000,000/000,000/000,000/000,002/002,001/001,000/000,001/002,001/001,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,001/001,002/002,000/000,000/000,000/000,002/002,002/002,000/000,001/013,028/030,004/009,032/047,002/002,011/028,014/018,003/004,017/018,013/015,009/020,004/004,008/008
KTL1_009,KTL1,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,001/002,002/002,000/000,002/002,001/002,000/000,001/001,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,002/002,002/002,002/002,000/000,000/000,000/000,000/000,002/002,001/001,000/000,001/001,001/001,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,001/001,002/002,000/000,000/000,000/000,001/001,002/002,000/000,001/003,023/028,004/011,015/040,002/007,002/013,012/014,016/021,005/018,009/012,010/011,004/004,003/005
KTL1_010,KTL1,000/000,001/002,001/002,001/002,002/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,002/002,001/001,002/002,000/000,002/002,001/002,001/002,002/002,002/002,001/001,002/002,000/000,001/001,001/002,001/001,000/000,000/000,000/000,001/002,002/002,001/002,001/002,002/002,000/000,000/000,001/001,002/002,001/001,001/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,001/002,001/001,002/002,001/002,001/001,000/000,001/002,001/001,001/001,001/002,001/002,001/002,002/002,001/001,002/002,000/000,002/002,002/002,000/000,000/000,000/000,002/002,001/002,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,001/001,001/002,001/002,000/000,000/000,001/002,001/002,002/002,006/013,026/033,013/013,033/047,002/008,005/012,008/009,005/005,015/015,013/013,008/015,004/004,003/008
KTL1_011,KTL1,001/002,002/002,001/001,002/002,002/002,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,001/001,001/002,002/002,000/000,002/002,001/001,001/002,001/002,002/002,001/001,001/002,001/001,001/002,001/001,001/001,000/000,001/002,001/002,001/002,002/002,001/002,002/002,002/002,000/000,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,001/001,002/002,000/000,001/001,001/002,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/001,002/002,002/002,002/002,002/002,000/000,002/002,001/002,002/002,001/002,001/001,001/002,000/000,000/000,001/001,001/002,000/000,001/002,002/002,001/001,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,001/002,001/002,002/002,003/008,031/037,008/009,006/044,002/004,014/028,008/008,014/027,012/018,005/011,009/016,004/005,003/003
KTL1_012,KTL1,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/002,001/002,001/001,001/001,002/002,002/002,001/001,001/002,001/001,001/002,001/002,002/002,001/001,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/001,001/002,001/001,001/002,001/001,001/001,002/002,001/002,001/002,001/001,001/002,001/001,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,002/002,002/002,001/002,001/002,001/002,001/002,001/002,001/001,002/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,002/002,001/003,030/030,010/010,030/040,002/003,005/010,006/011,005/015,015/018,011/012,012/013,004/005,003/008
KTL1_013,KTL1,001/001,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,001/001,001/001,001/001,001/002,001/002,002/002,002/002,002/002,001/001,002/002,001/002,001/001,001/002,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/001,001/002,001/002,001/001,002/002,001/002,002/002,001/001,001/002,001/001,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,001/002,001/002,001/001,001/001,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,002/002,001/002,002/002,002/002,002/002,003/003,016/034,004/010,038/043,002/004,007/009,008/011,004/006,015/018,009/011,004/015,004/005,008/008
KTL1_014,KTL1,001/001,001/002,001/002,002/002,002/002,001/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,001/001,001/002,001/002,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/002,001/002,001/001,002/002,001/001,001/002,002/002,001/001,001/001,001/001,001/002,001/001,001/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,002/002,001/002,002/002,001/002,001/001,002/002,001/002,001/002,001/001,001/002,001/001,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/002,002/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,002/002,002/002,002/002,001/002,002/002,001/003,028/031,009/014,011/036,002/004,010/012,006/009,005/012,016/018,011/012,010/014,003/004,003/005
KTL1_015,KTL1,000/000,001/002,001/002,002/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,001/002,002/002,000/000,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,001/001,002/002,001/002,000/000,002/002,001/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/001,002/002,002/002,000/000,002/002,001/001,002/002,000/000,001/002,000/000,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/001,000/000,001/001,001/002,000/000,001/001,000/000,002/002,001/002,000/000,003/003,026/030,010/012,005/006,002/002,007/011,008/008,006/031,013/016,012/012,014/018,004/004,008/008
KTL1_016,KTL1,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,001/002,000/000,000/000,000/000,001/002,002/002,000/000,002/002,001/001,000/000,002/002,000/000,001/002,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,002/002,001/001,002/002,000/000,000/000,000/000,000/000,002/002,001/001,000/000,001/001,001/001,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,001/001,002/002,000/000,000/000,000/000,002/002,001/001,000/000,003/003,025/030,008/013,037/043,002/002,010/011,016/021,006/023,012/016,010/010,014/014,003/004,003/003
KTL1_017,KTL1,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,001/002,000/000,000/000,000/000,001/001,002/002,000/000,002/002,001/002,000/000,001/001,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,002/002,002/002,001/001,000/000,000/000,000/000,000/000,002/002,001/001,000/000,001/001,001/001,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,001/001,002/002,000/000,000/000,000/000,001/002,001/002,000/000,003/011,031/034,004/008,010/034,002/004,012/031,008/009,021/030,016/018,009/013,007/010,004/004,008/008
KTL1_018,KTL1,001/002,002/002,001/002,001/002,001/002,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,000/000,002/002,001/002,001/002,001/002,001/002,001/001,002/002,000/000,001/001,001/001,001/001,000/000,002/002,001/002,001/002,002/002,001/002,002/002,002/002,000/000,001/002,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/001,001/002,001/002,002/002,002/002,001/001,000/000,001/002,001/001,001/001,001/002,001/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,000/000,002/002,000/000,001/002,001/002,001/002,001/001,000/000,001/002,001/001,002/002,000/000,000/000,000/000,001/001,001/001,000/000,001/001,001/001,001/002,002/002,000/000,001/002,002/002,001/002,002/002,003/003,030/033,008/013,032/033,002/002,007/018,014/016,004/020,018/020,008/013,010/011,004/004,008/008
KTL1_019,KTL1,001/002,001/001,001/001,002/002,002/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,001/002,001/002,001/001,001/002,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,000/000,001/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,001/001,002/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,002/002,000/000,002/002,001/002,002/002,001/002,001/002,002/002,002/002,000/000,001/002,002/002,000/000,001/002,002/002,001/001,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/008,029/029,004/011,012/041,002/007,011/026,010/020,016/017,012/014,007/011,011/015,003/004,003/003
KTL1_020,KTL1,001/002,001/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,002/002,001/001,002/002,001/002,001/002,001/001,001/002,002/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,001/001,002/002,001/001,001/002,002/002,001/002,001/002,002/002,001/002,001/001,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/002,001/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/001,001/001,001/002,002/002,002/002,001/001,002/002,001/002,001/002,001/002,001/002,002/002,001/002,001/002,000/000,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,002/002,003/008,030/031,011/012,006/034,002/004,005/016,008/011,004/005,010/016,010/011,004/008,003/004,008/009
KTL1_021,KTL1,001/001,002/002,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,001/002,002/002,002/002,001/002,002/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,002/002,001/002,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/001,001/002,001/002,001/002,001/002,001/002,001/002,001/001,001/001,001/001,002/002,001/001,001/002,002/002,001/002,001/001,002/002,001/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,002/002,003/003,029/031,014/016,032/033,002/004,010/017,007/008,004/014,009/013,006/013,015/024,003/005,003/008
KTL1_022,KTL1,001/001,001/001,002/002,002/002,002/002,001/001,001/002,001/001,001/002,001/001,001/001,002/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,001/002,001/002,001/001,001/002,001/002,001/002,002/002,002/002,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,001/002,001/002,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,001/001,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/003,028/033,008/016,033/039,002/002,010/011,008/018,021/027,016/018,011/012,010/019,004/004,003/008
KTL1_023,KTL1,000/000,002/002,001/001,001/002,002/002,002/002,002/002,001/002,001/002,001/001,001/002,002/002,002/002,001/002,002/002,001/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,002/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,002/002,001/002,001/001,001/002,001/002,001/001,002/002,001/001,001/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,001/001,001/001,001/001,001/001,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,000/000,001/002,000/000,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,002/013,035/035,004/008,043/046,002/004,007/010,005/009,004/007,008/014,009/013,012/015,004/004,003/008
KTL1_024,KTL1,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,001/001,002/002,000/000,002/002,001/002,000/000,002/002,000/000,001/001,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,002/002,002/002,002/002,000/000,000/000,000/000,000/000,002/002,001/001,000/000,001/001,001/002,000/000,000/000,000/000,000/000,000/000,002/002,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,001/001,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,000/000,001/002,000/000,000/000,001/001,001/002,000/000,000/000,000/000,002/002,002/002,000/000,001/003,026/031,008/014,007/034,002/002,012/012,011/021,006/007,010/012,008/008,011/019,004/004,008/008
KTL1_025,KTL1,001/001,001/001,001/002,001/002,002/002,001/001,001/002,001/001,000/000,002/002,001/001,002/002,001/001,001/002,001/002,001/002,001/001,001/001,002/002,001/002,002/002,001/001,001/002,001/002,001/002,001/001,002/002,001/001,001/002,001/002,001/001,000/000,001/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/001,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/001,002/002,001/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,000/000,002/002,002/002,001/002,001/002,001/002,001/002,000/000,000/000,001/002,002/002,000/000,001/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,002/002,000/000,002/002,002/002,002/002,002/002,001/003,030/033,012/015,036/053,002/004,010/030,016/018,020/022,012/018,012/013,007/012,004/004,008/008
KTL1_026,KTL1,001/001,001/002,001/001,001/002,002/002,001/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/002,001/002,001/001,002/002,001/001,000/000,001/001,001/002,001/001,002/002,001/001,001/002,001/002,001/001,000/000,002/002,001/001,001/002,002/002,001/002,002/002,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,001/002,001/002,001/002,002/002,001/001,001/001,001/002,002/002,000/000,002/002,001/001,002/002,001/001,001/001,001/001,001/002,002/002,002/002,002/002,002/002,002/002,001/002,003/005,026/029,003/011,037/041,002/002,007/012,008/010,004/021,015/015,010/013,007/017,003/004,003/005
