Ind	Pop	One_ACBP_79	One_agt_132	One_aldB_152	One_apoe_83	One_c3_98	One_CD9_269	One_cetn1_167	One_CFP1	One_cin_177	One_ctgf_301	One_E2	One_gdh_212	One_GHII_2461	One_ghsR_66	One_GPDH	One_GPDH2	One_GPH_414	One_hcs71_220	One_HGFA	One_HpaI_436	One_HpaI_99	One_Hsp47	One_IL8r_362	One_KCT1_453	One_KPNA_422	One_LEI_87	One_lpp1_44	One_metA_253	One_MHC2_190	One_MHC2_251	One_Mkpro_129	One_ODC1_196	One_Ots208_234	One_Ots213_181	One_p53_576	One_pax7_248	One_PIP	One_Prl2	One_rab1a_76	One_RAG1_103	One_RAG3_93	One_redd1_414	One_RF_112	One_RF_295	One_rpo2j_261	One_sast_211	One_spf30_207	One_srp09_127	One_ssrd_135	One_STC_410	One_STR07	One_SUMO1_6	One_sys1_230	One_taf12_248	One_Tf_ex10_750	One_Tf_ex3_182	One_tshB_92	One_txnip_401	One_U1003_75	One_U1004_183	One_U1009_91	One_U1010_81	One_U1012_68	One_U1013_108	One_U1014_74	One_U1016_115	One_U1024_197	One_U1101	One_U1103	One_U1105	One_U1201_492	One_U1202_1052	One_U1203_175	One_U1204_53	One_U1205_57	One_U1206_108	One_U1208_67	One_U1209_111	One_U1210_173	One_U1212_106	One_U1214_107	One_U1216_230	One_U301_92	One_U401_224	One_U404_229	One_U502_167	One_U503_170	One_U504_141	One_vamp5_255	One_vatf_214	One_VIM_569	One_ZNF_61	One_zP3b	One_Omy77v4	One_One100	One_One102v4	One_One103PT	One_One105	One_One108v4	One_One110v4	One_One111v4	One_One114v4	One_One115	One_Ots103v4	One_Ots107v4	One_uSat60v4	One_CO1	One_Cytb_17	One_Cytb_26
KTE6_082	KTE6	001/002	001/002	001/001	001/002	001/002	001/002	002/002	001/001	001/002	001/001	001/002	002/002	001/002	001/001	001/002	002/002	002/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	001/002	001/001	001/002	002/002	002/002	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/002	001/002	000/000	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/002	001/001	001/001	001/001	002/002	002/002	002/002	001/001	001/002	001/002	002/002	002/002	001/002	002/002	002/002	002/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/002	001/001	002/002	002/002	001/002	002/002	001/002	001/002	002/002	104/104	344/344	239/247	262/294	128/128	196/232	242/258	206/242	239/259	209/217	181/181	114/114	116/116	002	002	001
KTE6_083	KTE6	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	001/002	001/001	002/002	002/002	002/002	001/001	001/002	002/002	000/000	001/002	001/002	001/002	001/001	001/002	001/001	002/002	002/002	001/002	001/002	001/001	001/002	001/002	001/002	001/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/001	001/001	001/002	002/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/002	001/002	001/001	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	104/104	328/336	239/251	274/286	128/132	194/248	246/282	274/278	243/271	189/213	149/177	110/114	116/130	002	002	001
KTE6_084	KTE6	002/002	001/002	001/002	001/002	002/002	001/002	001/002	001/002	001/001	001/001	001/001	002/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/002	002/002	001/002	002/002	001/001	001/001	002/002	001/001	002/002	002/002	001/002	002/002	002/002	001/002	002/002	001/002	001/001	001/001	001/001	001/002	001/001	001/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/002	001/001	002/002	001/001	002/002	002/002	001/002	001/002	001/002	001/001	002/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	002/002	002/002	002/002	104/104	348/364	211/235	270/306	128/132	192/196	238/246	270/278	259/287	185/213	169/209	110/118	116/116	001	002	002
KTE6_085	KTE6	001/002	002/002	001/001	002/002	000/000	001/002	001/002	001/002	001/002	000/000	001/001	002/002	002/002	000/000	000/000	002/002	001/002	001/002	001/001	001/001	001/001	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	001/002	002/002	001/002	002/002	002/002	002/002	001/002	001/001	001/001	000/000	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	002/002	000/000	001/002	001/002	002/002	002/002	001/001	001/001	001/002	001/001	002/002	001/001	001/001	000/000	002/002	001/002	002/002	001/001	001/002	001/002	001/001	001/001	002/002	002/002	001/002	002/002	002/002	001/001	001/002	100/104	328/360	227/235	202/306	128/128	192/196	246/282	286/290	219/259	193/213	177/193	114/080	116/128	001	002	002
KTE6_086	KTE6	001/002	001/002	001/002	002/002	002/002	001/002	001/001	000/000	002/002	001/001	001/001	001/002	002/002	002/002	000/000	002/002	001/002	002/002	001/001	001/002	001/002	000/000	001/001	002/002	001/002	001/001	001/001	001/001	000/000	002/002	001/002	001/002	002/002	002/002	002/002	002/002	001/001	001/001	000/000	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	000/000	001/001	001/002	002/002	001/001	001/001	000/000	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/002	002/002	002/002	001/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	001/002	001/002	001/001	001/001	000/000	001/002	001/001	002/002	001/002	002/002	002/002	104/104	340/360	231/235	190/302	128/128	200/248	234/250	198/290	215/247	209/213	177/181	114/114	116/116	002	002	001
KTE6_087	KTE6	002/002	001/001	001/001	002/002	001/002	001/001	001/001	001/001	001/002	001/001	001/002	002/002	002/002	001/001	001/002	002/002	002/002	001/002	001/001	001/001	001/002	000/000	001/002	002/002	001/001	001/001	001/002	001/001	002/002	002/002	001/002	001/002	002/002	002/002	002/002	002/002	001/001	000/000	001/002	002/002	001/002	001/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	001/001	001/002	002/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/001	000/000	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/001	001/002	001/002	001/001	002/002	104/106	352/356	231/255	294/310	128/132	184/200	242/250	250/278	263/267	213/229	161/165	114/118	116/128	001	002	002
KTE6_088	KTE6	002/002	001/001	001/001	002/002	002/002	002/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	002/002	001/002	002/002	001/002	002/002	000/000	002/002	001/002	001/001	001/002	002/002	002/002	001/001	001/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/001	001/002	001/001	001/002	002/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/002	001/001	001/002	002/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	001/002	001/001	001/001	002/002	001/002	001/002	002/002	002/002	001/002	002/002	104/104	344/352	231/243	266/306	128/128	192/204	234/242	262/282	239/243	209/217	165/189	110/114	116/128	001	002	002
KTE6_089	KTE6	001/002	001/002	001/002	002/002	002/002	001/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/001	001/002	002/002	002/002	000/000	001/002	001/002	001/002	002/002	001/001	002/002	001/002	000/000	001/002	001/001	002/002	001/001	001/001	000/000	002/002	002/002	002/002	002/002	001/001	001/001	001/001	002/002	001/002	001/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	001/002	001/001	002/002	002/002	001/001	002/002	002/002	000/000	002/002	001/001	000/000	002/002	002/002	001/002	002/002	000/000	002/002	001/002	001/001	002/002	002/002	001/001	002/002	001/002	002/002	001/002	001/001	001/001	002/002	001/002	001/001	001/002	002/002	001/002	002/002	100/104	340/356	227/251	286/354	128/128	208/208	238/266	290/294	247/251	213/213	181/189	106/114	116/116	002	002	001
KTE6_090	KTE6	001/001	002/002	001/001	002/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	001/002	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/002	000/000	001/002	001/002	001/002	002/002	002/002	001/002	001/001	001/002	002/002	001/001	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	001/002	001/002	001/002	001/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	002/002	001/002	001/002	001/001	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	102/104	304/332	207/235	266/294	128/128	236/248	242/262	198/282	251/259	205/221	197/197	114/114	116/128	001	002	002
KTE6_091	KTE6	000/000	002/002	001/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/001	001/002	000/000	001/002	002/002	001/002	000/000	001/002	001/001	002/002	000/000	001/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	001/002	002/002	001/001	001/002	001/001	001/001	002/002	001/002	001/002	001/001	001/002	001/001	001/001	002/002	001/001	001/002	001/001	002/002	000/000	000/000	002/002	001/002	000/000	001/002	002/002	002/002	001/001	002/002	002/002	001/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	001/002	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	104/104	332/348	231/231	186/310	128/128	208/244	242/274	202/266	243/275	197/205	181/193	114/114	116/116	001	002	002
KTE6_092	KTE6	001/002	001/002	001/002	001/002	002/002	001/001	001/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	000/000	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	000/000	001/002	001/002	002/002	001/002	001/002	002/002	002/002	001/002	000/000	001/002	002/002	001/002	002/002	001/001	001/001	001/002	000/000	001/002	002/002	001/002	001/002	001/002	001/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	000/000	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	001/002	002/002	001/002	002/002	001/002	001/001	001/001	002/002	001/002	002/002	002/002	001/002	002/002	002/002	100/100	340/368	207/207	290/294	128/128	194/244	242/250	198/206	267/267	189/217	197/201	114/114	116/128	002	002	001
KTE6_093	KTE6	001/002	002/002	001/001	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/001	001/002	001/002	001/002	001/001	002/002	002/002	002/002	001/002	001/001	002/002	001/002	001/001	002/002	001/002	001/002	002/002	001/001	001/002	001/002	001/002	002/002	002/002	001/001	002/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	001/001	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	001/002	002/002	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/002	002/002	104/106	344/352	207/211	270/274	128/128	196/208	238/242	202/214	235/251	201/217	173/181	110/114	116/128	001	002	002
KTE6_094	KTE6	001/002	001/002	001/001	000/000	000/000	001/001	000/000	001/001	000/000	001/001	001/001	002/002	002/002	001/001	000/000	000/000	001/002	002/002	001/001	001/002	001/001	001/002	001/002	000/000	001/002	001/001	001/002	001/001	001/002	002/002	000/000	002/002	000/000	002/002	002/002	002/002	001/001	000/000	001/002	002/002	001/001	001/002	001/002	001/001	001/002	001/001	001/002	001/002	002/002	002/002	001/001	002/002	001/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	000/000	002/002	001/001	001/002	001/002	002/002	002/002	001/001	002/002	002/002	001/001	000/000	001/002	001/002	002/002	001/002	000/000	002/002	002/002	001/002	002/002	001/002	001/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	104/104	000/000	223/243	318/342	128/128	208/216	242/258	198/202	243/255	185/209	153/185	114/118	116/128	002	002	001
KTE6_095	KTE6	001/002	001/001	001/001	001/002	002/002	001/001	001/001	001/001	001/002	001/001	001/001	002/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	001/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	001/002	001/002	002/002	002/002	002/002	001/002	002/002	001/001	001/002	001/001	002/002	001/002	002/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	002/002	001/001	001/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	002/002	002/002	002/002	001/002	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/002	001/002	002/002	001/001	001/001	002/002	002/002	002/002	002/002	001/002	002/002	001/002	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	104/104	348/360	227/227	194/334	128/140	196/228	234/262	194/238	215/275	181/209	173/197	110/114	116/116	001	002	002
KTE6_096	KTE6	001/001	001/002	001/001	001/001	002/002	001/002	001/001	001/002	001/002	001/001	001/002	002/002	002/002	001/002	001/001	002/002	001/001	002/002	001/001	001/002	001/002	002/002	001/001	001/002	001/001	001/001	001/002	001/001	002/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/002	002/002	001/001	001/001	001/002	001/001	002/002	002/002	001/001	001/001	001/001	002/002	000/000	001/002	002/002	001/001	001/001	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/002	002/002	001/002	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	100/100	328/332	243/255	174/334	128/132	184/192	234/242	202/206	251/255	209/209	145/161	118/118	116/128	001	002	002
KTE7_001	KTE7	001/002	002/002	001/001	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/002	002/002	002/002	001/001	001/001	002/002	001/001	002/002	001/001	001/002	001/002	001/002	001/002	002/002	001/001	002/002	001/002	001/001	001/002	001/002	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	100/100	324/336	231/231	258/302	128/128	196/196	246/270	278/278	243/255	221/233	149/157	110/114	116/116	001	002	002
KTE7_002	KTE7	002/002	002/002	001/002	001/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	002/002	002/002	001/002	001/002	002/002	002/002	002/002	001/001	001/001	001/002	002/002	001/002	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/002	001/002	002/002	001/001	002/002	002/002	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/002	001/001	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/001	002/002	002/002	001/001	002/002	002/002	002/002	001/002	001/002	001/002	001/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	002/002	001/002	104/104	332/336	227/243	298/310	124/132	196/208	238/250	198/242	235/291	197/205	181/193	110/118	116/116	002	002	001
KTE7_003	KTE7	001/002	002/002	000/000	002/002	002/002	001/002	001/002	001/001	001/002	001/001	001/002	002/002	002/002	001/001	001/002	000/000	001/002	002/002	001/001	001/002	001/001	001/002	001/001	002/002	001/002	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	001/002	001/002	001/002	001/001	001/001	001/002	001/001	002/002	001/001	001/001	001/002	001/002	001/001	002/002	001/002	002/002	001/002	002/002	001/001	001/001	002/002	001/001	001/001	001/001	002/002	000/000	002/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	001/002	001/002	001/001	001/001	001/002	001/001	002/002	001/001	001/001	000/000	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/002	001/002	001/002	002/002	002/002	001/002	002/002	104/106	312/384	211/243	302/318	128/128	188/220	242/250	198/202	247/255	205/209	157/177	114/114	128/128	001	002	002
KTE7_004	KTE7	001/002	002/002	001/001	002/002	002/002	001/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/001	002/002	002/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/001	001/002	000/000	001/001	001/002	001/002	001/002	001/002	002/002	002/002	002/002	001/002	001/002	001/001	001/001	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	002/002	001/001	001/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	002/002	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	001/002	001/002	001/001	001/002	002/002	002/002	002/002	104/106	274/340	231/243	262/310	128/128	196/228	238/246	194/282	227/235	209/221	169/177	114/118	116/128	002	002	001
KTE7_005	KTE7	001/001	001/002	002/002	002/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	001/002	002/002	001/002	001/001	002/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	002/002	001/001	001/002	001/002	001/001	001/001	001/001	002/002	002/002	002/002	002/002	002/002	002/002	001/001	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	001/002	001/002	001/002	001/001	001/001	002/002	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	001/001	001/002	001/001	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	100/104	332/336	243/251	278/302	128/128	200/204	246/250	194/206	247/259	201/217	165/189	110/114	116/116	001	002	002
KTE7_006	KTE7	001/001	001/001	001/001	001/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	001/001	002/002	001/002	002/002	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/002	002/002	001/001	001/001	002/002	001/002	002/002	002/002	002/002	002/002	002/002	000/000	001/002	001/001	001/002	001/001	001/001	001/001	001/002	001/002	001/001	001/001	002/002	002/002	001/002	001/001	002/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	001/002	002/002	001/002	002/002	001/002	002/002	002/002	002/002	001/002	001/002	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	002/002	002/002	001/002	002/002	100/104	316/344	231/243	286/310	128/128	192/200	250/274	202/206	255/263	193/229	153/193	114/114	116/128	001	002	002
KTE7_007	KTE7	001/002	002/002	001/001	002/002	002/002	001/001	001/001	001/001	001/002	001/001	001/001	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/002	001/002	001/002	001/001	001/001	001/002	001/002	001/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/002	000/000	001/001	001/002	001/002	001/002	002/002	001/001	002/002	001/002	001/002	001/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	001/002	002/002	001/002	002/002	001/002	001/002	001/001	002/002	001/002	001/001	001/002	001/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/002	000/000	001/001	002/002	001/002	002/002	002/002	100/104	336/348	251/259	278/342	132/140	212/256	262/286	230/278	243/251	209/213	145/189	114/114	116/128	001	002	002
KTE7_008	KTE7	001/002	001/002	002/002	001/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/002	001/001	002/002	001/002	002/002	002/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	001/001	001/001	002/002	001/002	001/002	001/001	002/002	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/001	001/001	002/002	001/001	001/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/001	001/002	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	102/104	320/340	207/219	282/282	128/132	188/204	238/302	198/206	231/259	213/229	165/189	110/114	116/116	002	002	001
